,Leave,date,Range,clicks,conversions,Start date,End date
0,1.0,,96,1.0,0.0,2022-05-15 00:00:00,2022-08-19 00:00:00
0,5.0,,96,1.0,0.0,2022-05-15 00:00:00,2022-08-19 00:00:00
0,6.0,,96,0.0,0.0,2022-05-15 00:00:00,2022-08-19 00:00:00
0,18.0,,96,0.0,0.0,2022-05-15 00:00:00,2022-08-19 00:00:00
