,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,Unnamed: 0,CR,x_prior,x_post ,Date
54,6375cc3c60288c7c1181fd11,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,9,0.0,0,0,0,0.0,2022-10-27,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
55,6375cc3c60288c7c1181fd0f,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-10-21,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
56,6375cc3c60288c7c1181fd02,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,10,0.0,0,0,0,0.0,2022-10-23,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
57,6375cc3c60288c7c1181fd10,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-10-25,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
58,6375cc3c60288c7c1181fd0e,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,1,7,1.61,0,0,0,0.0,2022-11-05,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
59,6375cc3c60288c7c1181fd06,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,7,0.0,0,0,0,0.0,2022-11-07,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
60,6375cc3c60288c7c1181fd12,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,34,0.0,0,0,0,0.0,2022-11-02,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
61,6375cc3c60288c7c1181fd0a,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,15,0.0,0,0,0,0.0,2022-11-01,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
62,6375cc3c60288c7c1181fd08,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,7,0.0,0,0,0,0.0,2022-10-20,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
63,6375cc3c60288c7c1181fd0d,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,7,0.0,0,0,0,0.0,2022-10-30,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
64,6375cc3c60288c7c1181fd14,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-10-28,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
65,6375cc3c60288c7c1181fd13,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,5,0.0,0,0,0,0.0,2022-10-22,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
66,6375cc3c60288c7c1181fd09,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,1,10,1.35,1,1,1,15.94,2022-10-26,0,1,15.94,Gloves - SP - manual,exact,exact,,,,,
67,6375cc3c60288c7c1181fd0c,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,1,41,0.98,0,0,0,0.0,2022-11-06,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
68,6375cc3c60288c7c1181fd05,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,20,0.0,0,0,0,0.0,2022-11-03,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
69,6375cc3c60288c7c1181fd04,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,2,0.0,0,0,0,0.0,2022-10-31,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
70,6375cc3c60288c7c1181fe19,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-11-14,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
71,6375cc3c60288c7c1181fe16,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-11-15,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
72,6375cc3c60288c7c1181fe14,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,6,0.0,0,0,0,0.0,2022-11-12,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
73,6375cc3c60288c7c1181fe13,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,1,2,1.48,0,0,0,0.0,2022-11-10,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
74,6375cc3c60288c7c1181fe17,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-11-16,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
75,6375cc3c60288c7c1181fe1a,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-11-09,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
76,6375cc3c60288c7c1181fe15,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,21,0.0,0,0,0,0.0,2022-11-13,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
77,6375cc3c60288c7c1181fe1b,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,11,0.0,0,0,0,0.0,2022-11-11,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
78,6375cf8e8534a7b97211301d,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-11-16,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
79,6375cc3c60288c7c1181fb80,184704528809882,49449683614806,16297002239515,3932195223562143,edema glove left hand,0,1,0.0,0,0,0,0.0,2022-09-29,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
80,6375cc3c60288c7c1181fc7f,184704528809882,49449683614806,16297002239515,3932195223562143,edema glove left hand,0,2,0.0,0,0,0,0.0,2022-10-18,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
81,6375cc3c60288c7c1181fd03,184704528809882,49449683614806,16297002239515,3932195223562143,edema glove left hand,0,14,0.0,0,0,0,0.0,2022-10-24,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
82,6375cc3c60288c7c1181fe18,184704528809882,49449683614806,16297002239515,3932195223562143,edema glove left hand,0,4,0.0,0,0,0,0.0,2022-11-08,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
83,63779d8f1ffbd5dd03cc5413,230032838953846,49449683614806,16297002239515,3932195223562143,gloves for arthritis,0,4,0.0,0,0,0,0.0,2022-11-17,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
84,63787da901c79c13e73ef935,230032838953846,49449683614806,16297002239515,3932195223562143,gloves for arthritis,0,1,0.0,0,0,0,0.0,2022-11-18,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
85,6379776049bf3b6a1b41f33e,230032838953846,49449683614806,16297002239515,3932195223562143,gloves for arthritis,0,2,0.0,0,0,0,0.0,2022-11-19,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
86,637ac8e049bf3b6a1b444c53,230032838953846,49449683614806,16297002239515,3932195223562143,gloves for arthritis,0,0,0.0,0,0,0,0.0,2022-11-20,0,0,0.0,Gloves - SP - manual,exact,exact,,,,,
87,6375cc3c60288c7c1181fae9,1389971219482,101115749301139,16297002239515,3932195223562143,copper hands,0,10,0.0,0,0,0,0.0,2022-09-16,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
88,6375cc3c60288c7c1181fae8,1389971219482,101115749301139,16297002239515,3932195223562143,copper hands,1,8,0.26,0,0,0,0.0,2022-09-17,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
89,6375cc3c60288c7c1181fb78,1389971219482,101115749301139,16297002239515,3932195223562143,copper hands,1,88,1.07,0,0,0,0.0,2022-09-27,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
90,6375cc3c60288c7c1181fb7c,1389971219482,101115749301139,16297002239515,3932195223562143,copper hands,2,60,1.93,1,1,2,31.88,2022-09-28,0,2,31.88,Gloves - SP - manual,broad,broad,,,,,
91,63779d8f1ffbd5dd03cc5414,1389971219482,101115749301139,16297002239515,3932195223562143,copper hands,0,0,0.0,0,0,0,0.0,2022-11-18,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
92,6375cc3c60288c7c1181fb74,178143952894723,101115749301139,16297002239515,3932195223562143,copper gloves,0,23,0.0,0,0,0,0.0,2022-10-03,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
93,6375cc3c60288c7c1181fb7a,178143952894723,101115749301139,16297002239515,3932195223562143,copper gloves,1,10,0.47,0,0,0,0.0,2022-10-01,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
94,6375cc3c60288c7c1181fb79,178143952894723,101115749301139,16297002239515,3932195223562143,copper gloves,0,11,0.0,0,0,0,0.0,2022-09-30,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
95,6375cc3c60288c7c1181fb7d,178143952894723,101115749301139,16297002239515,3932195223562143,copper gloves,0,32,0.0,0,0,0,0.0,2022-10-02,0,0,0.0,Gloves - SP - manual,broad,broad,,,,,
96,6375cc3c60288c7c1181f9f9,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-08-23,0,0,0.0,Catch all grouped,brace,phrase,,,,,
97,6375cc3c60288c7c1181f9f2,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-08-27,0,0,0.0,Catch all grouped,brace,phrase,,,,,
98,6375cc3c60288c7c1181f9f4,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-08-20,0,0,0.0,Catch all grouped,brace,phrase,,,,,
99,6375cc3c60288c7c1181f9f5,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-08-24,0,0,0.0,Catch all grouped,brace,phrase,,,,,
100,6375cc3c60288c7c1181f9f7,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-08-21,0,0,0.0,Catch all grouped,brace,phrase,,,,,
101,6375cc3c60288c7c1181f9f8,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-08-22,0,0,0.0,Catch all grouped,brace,phrase,,,,,
102,6375cc3c60288c7c1181fa01,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-08-19,0,0,0.0,Catch all grouped,brace,phrase,,,,,
103,6375cc3c60288c7c1181fd3a,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-11-06,0,0,0.0,Catch all grouped,brace,phrase,,,,,
104,6375cc3c60288c7c1181fd39,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-11-05,0,0,0.0,Catch all grouped,brace,phrase,,,,,
105,6375cc3c60288c7c1181fe2d,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-11-16,0,0,0.0,Catch all grouped,brace,phrase,,,,,
106,6375cf8e8534a7b97211301f,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-11-16,0,0,0.0,Catch all grouped,brace,phrase,,,,,
107,637ac8e049bf3b6a1b444c55,12272809446573,110086809140376,11562017053024,3932195223562143,comfybrace,0,0,0.0,0,0,0,0.0,2022-11-20,0,0,0.0,Catch all grouped,brace,phrase,,,,,
108,6375cc3c60288c7c1181f9f1,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-08-25,0,0,0.0,Catch all grouped,brace,phrase,,,,,
109,6375cc3c60288c7c1181f9ef,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-08-28,0,0,0.0,Catch all grouped,brace,phrase,,,,,
110,6375cc3c60288c7c1181f9f6,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,1,0.0,0,0,0,0.0,2022-08-31,0,0,0.0,Catch all grouped,brace,phrase,,,,,
111,6375cc3c60288c7c1181f9fa,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-08-26,0,0,0.0,Catch all grouped,brace,phrase,,,,,
112,6375cc3c60288c7c1181f9fe,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,1,0.0,0,0,0,0.0,2022-09-07,0,0,0.0,Catch all grouped,brace,phrase,,,,,
113,6375cc3c60288c7c1181f9fb,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,2,0.0,0,0,0,0.0,2022-08-29,0,0,0.0,Catch all grouped,brace,phrase,,,,,
114,6375cc3c60288c7c1181fa02,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-08-30,0,0,0.0,Catch all grouped,brace,phrase,,,,,
115,6375cc3c60288c7c1181f9fc,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,3,0.0,0,0,0,0.0,2022-09-03,0,0,0.0,Catch all grouped,brace,phrase,,,,,
116,6375cc3c60288c7c1181f9ff,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-05,0,0,0.0,Catch all grouped,brace,phrase,,,,,
117,6375cc3c60288c7c1181fafa,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-11,0,0,0.0,Catch all grouped,brace,phrase,,,,,
118,6375cc3c60288c7c1181faf8,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-10,0,0,0.0,Catch all grouped,brace,phrase,,,,,
119,6375cc3c60288c7c1181faff,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,1,0.0,0,0,0,0.0,2022-09-12,0,0,0.0,Catch all grouped,brace,phrase,,,,,
120,6375cc3c60288c7c1181fafd,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-18,0,0,0.0,Catch all grouped,brace,phrase,,,,,
121,6375cc3c60288c7c1181faf6,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-17,0,0,0.0,Catch all grouped,brace,phrase,,,,,
122,6375cc3c60288c7c1181fba1,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-22,0,0,0.0,Catch all grouped,brace,phrase,,,,,
123,6375cc3c60288c7c1181fbab,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-21,0,0,0.0,Catch all grouped,brace,phrase,,,,,
124,6375cc3c60288c7c1181fba4,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,0,0.0,0,0,0,0.0,2022-09-26,0,0,0.0,Catch all grouped,brace,phrase,,,,,
125,6375cc3c60288c7c1181fbaa,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,1,0.0,0,0,0,0.0,2022-09-19,0,0,0.0,Catch all grouped,brace,phrase,,,,,
126,6375cc3c60288c7c1181fba2,86203941058025,110086809140376,11562017053024,3932195223562143,edema glove,0,1,0.0,0,0,0,0.0,2022-09-24,0,0,0.0,Catch all grouped,brace,phrase,,,,,
