,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,clicks_filter,cost_filter,avg_cpc,bid,slope,target_acos
0,63882d10ea239eac10b4804b,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,1,12,0.71,0,0,0,0.0,2022-09-03,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,1,0.71,0.71,0.28,1.0,1.5
1,63882d10ea239eac10b4804c,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,1,13,0.71,0,0,0,0.0,2022-09-05,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
2,63882d10ea239eac10b4804d,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,2,0.0,0,0,0,0.0,2022-09-07,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
3,63882d10ea239eac10b4804e,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,1,0.0,0,0,0,0.0,2022-09-08,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
4,63882d10ea239eac10b48050,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,3,0.0,0,0,0,0.0,2022-09-10,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
5,63882d10ea239eac10b4804f,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,1,0.0,0,0,0,0.0,2022-09-09,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
6,63882d10ea239eac10b48051,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,1,13,0.71,0,0,0,0.0,2022-09-04,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,2,1.42,0.71,0.28,1.0,1.5
7,63882d10ea239eac10b48052,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,8,0.0,0,0,0,0.0,2022-09-06,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
8,63882d10ea239eac10b48053,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,1,0.0,0,0,0,0.0,2022-09-11,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
9,63882d10ea239eac10b48054,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,3,0.0,0,0,0,0.0,2022-09-12,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
10,63882d10ea239eac10b48055,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,0,0.0,0,0,0,0.0,2022-09-13,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
11,63882d10ea239eac10b48056,165540236013409,49449683614806,16297002239515,3932195223562143,thumb arthritis compression gloves,0,0,0.0,0,0,0,0.0,2022-09-14,0,0,0.0,Gloves - SP - manual,exact,exact,0.13699996490805902,0.13699996490805902,0.14220737496596744,2022-12-14,51.0,sponsoredProducts,15.7,3,2.13,0.71,0.28,1.0,1.5
12,63882d10ea239eac10b48057,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-09-21,0,0,0.0,Gloves - SP - manual,exact,exact,0.13211355592479096,0.13211355592479096,0.12162988114544877,2022-12-14,55.0,sponsoredProducts,15.7,4,2.3899999999999997,0.5974999999999999,0.43,1.0,1.5
13,63882d10ea239eac10b48059,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-09-19,0,0,0.0,Gloves - SP - manual,exact,exact,0.13211355592479096,0.13211355592479096,0.12162988114544877,2022-12-14,55.0,sponsoredProducts,15.7,4,2.3899999999999997,0.5974999999999999,0.43,1.0,1.5
14,63882d10ea239eac10b48058,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-09-22,0,0,0.0,Gloves - SP - manual,exact,exact,0.13211355592479096,0.13211355592479096,0.12162988114544877,2022-12-14,55.0,sponsoredProducts,15.7,4,2.3899999999999997,0.5974999999999999,0.43,1.0,1.5
