,_id,profileId,adGroupName,adGroupId,adStatus,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,price
37,63ac1afbcd96335084a55991,3932195223562143,bbm,209913959443745,ENABLED,1,366,1.41,0,0,0,0.0,2022-11-07,0,0,0.0
38,63ac1afbcd96335084a55992,3932195223562143,bbm,209913959443745,ENABLED,4,410,4.4,0,0,0,0.0,2022-11-08,0,0,0.0
39,63ac1afbcd96335084a55993,3932195223562143,bbm,209913959443745,ENABLED,4,323,3.34,0,0,0,0.0,2022-11-09,0,0,0.0
40,63ac1afbcd96335084a55994,3932195223562143,bbm,209913959443745,ENABLED,2,335,1.46,0,0,0,0.0,2022-11-10,0,0,0.0
41,63ac1afbcd96335084a55995,3932195223562143,bbm,209913959443745,ENABLED,2,570,1.66,0,0,0,0.0,2022-11-11,0,0,0.0
42,63ac1afbcd96335084a55996,3932195223562143,bbm,209913959443745,ENABLED,3,484,3.4,0,0,0,0.0,2022-11-12,0,0,0.0
43,63ac1afbcd96335084a55997,3932195223562143,bbm,209913959443745,ENABLED,1,485,1.26,0,0,0,0.0,2022-11-13,0,0,0.0
44,63ac1afbcd96335084a55998,3932195223562143,bbm,209913959443745,ENABLED,4,293,2.58,1,1,1,15.94,2022-11-14,0,1,15.94
45,63ac1afbcd96335084a55999,3932195223562143,bbm,209913959443745,ENABLED,2,176,2.22,0,0,0,0.0,2022-11-15,0,0,0.0
46,63ac1afbcd96335084a5599a,3932195223562143,bbm,209913959443745,ENABLED,2,92,1.55,0,0,0,0.0,2022-11-16,0,0,0.0
47,63ac1afbcd96335084a5599b,3932195223562143,bbm,209913959443745,ENABLED,0,55,0.0,0,0,0,0.0,2022-11-17,0,0,0.0
48,63ac1afbcd96335084a5599c,3932195223562143,bbm,209913959443745,ENABLED,2,55,1.73,0,0,0,0.0,2022-11-18,0,0,0.0
49,63ac1afbcd96335084a5599d,3932195223562143,bbm,209913959443745,ENABLED,0,59,0.0,0,0,0,0.0,2022-11-19,0,0,0.0
50,63ac1afbcd96335084a5599e,3932195223562143,bbm,209913959443745,ENABLED,0,67,0.0,0,0,0,0.0,2022-11-20,0,0,0.0
51,63ac1afbcd96335084a5599f,3932195223562143,bbm,209913959443745,ENABLED,1,108,0.72,0,0,0,0.0,2022-11-21,0,0,0.0
52,63ac1afbcd96335084a559a0,3932195223562143,bbm,209913959443745,ENABLED,0,77,0.0,1,1,1,15.94,2022-11-22,0,1,15.94
53,63ac1afbcd96335084a559a1,3932195223562143,bbm,209913959443745,ENABLED,0,107,0.0,0,0,0,0.0,2022-11-23,0,0,0.0
54,63ac1afbcd96335084a559a2,3932195223562143,bbm,209913959443745,ENABLED,0,110,0.0,0,0,0,0.0,2022-11-24,0,0,0.0
55,63ac1afbcd96335084a559a3,3932195223562143,bbm,209913959443745,ENABLED,0,132,0.0,0,0,0,0.0,2022-11-25,0,0,0.0
56,63ac1afbcd96335084a559a4,3932195223562143,bbm,209913959443745,ENABLED,0,97,0.0,0,0,0,0.0,2022-11-26,0,0,0.0
57,63ac1afbcd96335084a559a5,3932195223562143,bbm,209913959443745,ENABLED,1,183,0.72,1,1,1,15.94,2022-11-27,0,1,15.94
58,63ac1afbcd96335084a559a6,3932195223562143,bbm,209913959443745,ENABLED,2,220,1.52,0,0,0,0.0,2022-11-28,0,0,0.0
59,63ac1afbcd96335084a559a7,3932195223562143,bbm,209913959443745,ENABLED,1,151,0.76,0,0,0,0.0,2022-11-29,0,0,0.0
60,63ac1afbcd96335084a559a8,3932195223562143,bbm,209913959443745,ENABLED,3,253,2.28,0,0,0,0.0,2022-11-30,0,0,0.0
61,63ac1afbcd96335084a559a9,3932195223562143,bbm,209913959443745,ENABLED,1,163,0.76,0,0,0,0.0,2022-12-01,0,0,0.0
62,63ac1afbcd96335084a559aa,3932195223562143,bbm,209913959443745,ENABLED,3,206,3.1,1,1,1,15.94,2022-12-02,0,1,15.94
63,63ac1afbcd96335084a559ab,3932195223562143,bbm,209913959443745,ENABLED,2,301,1.64,0,0,0,0.0,2022-12-03,0,0,0.0
64,63ac1afbcd96335084a559ac,3932195223562143,bbm,209913959443745,ENABLED,0,406,0.0,0,0,0,0.0,2022-12-04,0,0,0.0
65,63ac1afbcd96335084a559ad,3932195223562143,bbm,209913959443745,ENABLED,2,319,2.05,0,0,0,0.0,2022-12-05,0,0,0.0
66,63ac1afbcd96335084a559ae,3932195223562143,bbm,209913959443745,ENABLED,0,288,0.0,0,0,0,0.0,2022-12-06,0,0,0.0
67,63ac1afbcd96335084a559af,3932195223562143,bbm,209913959443745,ENABLED,1,257,0.82,0,0,0,0.0,2022-12-07,0,0,0.0
68,63ac1afbcd96335084a559b0,3932195223562143,bbm,209913959443745,ENABLED,2,320,1.58,0,0,0,0.0,2022-12-08,0,0,0.0
69,63ac1afbcd96335084a5598a,3932195223562143,bbm,209913959443745,ENABLED,2,189,1.46,0,0,0,0.0,2022-10-31,0,0,0.0
70,63ac1afbcd96335084a559b2,3932195223562143,bbm,209913959443745,ENABLED,2,204,2.07,0,0,0,0.0,2022-12-10,0,0,0.0
71,63ac1afbcd96335084a559b3,3932195223562143,bbm,209913959443745,ENABLED,0,224,0.0,0,0,0,0.0,2022-12-11,0,0,0.0
72,63ac1afbcd96335084a559b4,3932195223562143,bbm,209913959443745,ENABLED,2,724,1.82,0,0,0,0.0,2022-12-12,0,0,0.0
73,63ac1afbcd96335084a559b5,3932195223562143,bbm,209913959443745,ENABLED,3,868,4.16,0,0,0,0.0,2022-12-13,0,0,0.0
74,63ac1afbcd96335084a5598b,3932195223562143,bbm,209913959443745,ENABLED,0,170,0.0,0,0,0,0.0,2022-11-01,0,0,0.0
75,63ac1afbcd96335084a559b7,3932195223562143,bbm,209913959443745,ENABLED,3,181,2.9,1,1,1,12.94,2022-12-15,0,1,12.94
76,63ac1afbcd96335084a559b8,3932195223562143,bbm,209913959443745,ENABLED,0,55,0.0,0,0,0,0.0,2022-12-16,0,0,0.0
77,63ac1afbcd96335084a559b9,3932195223562143,bbm,209913959443745,ENABLED,0,34,0.0,0,0,0,0.0,2022-12-17,0,0,0.0
78,63ac1afbcd96335084a559ba,3932195223562143,bbm,209913959443745,ENABLED,2,42,1.65,0,0,0,0.0,2022-12-18,0,0,0.0
79,63ac1afbcd96335084a559bb,3932195223562143,bbm,209913959443745,ENABLED,1,69,0.62,0,0,0,0.0,2022-12-19,0,0,0.0
80,63ac1afbcd96335084a559bc,3932195223562143,bbm,209913959443745,ENABLED,1,51,0.62,0,0,0,0.0,2022-12-20,0,0,0.0
81,63ac1afbcd96335084a559bd,3932195223562143,bbm,209913959443745,ENABLED,3,88,2.52,0,0,0,0.0,2022-12-21,0,0,0.0
82,63ac1afbcd96335084a559be,3932195223562143,bbm,209913959443745,ENABLED,2,81,1.8,0,0,0,0.0,2022-12-22,0,0,0.0
83,63ac1afbcd96335084a559bf,3932195223562143,bbm,209913959443745,ENABLED,0,34,0.0,0,0,0,0.0,2022-12-23,0,0,0.0
84,63ac1afbcd96335084a559c0,3932195223562143,bbm,209913959443745,ENABLED,2,24,1.57,1,1,1,12.94,2022-12-24,0,1,12.94
85,63ac1afbcd96335084a559c1,3932195223562143,bbm,209913959443745,ENABLED,0,22,0.0,0,0,0,0.0,2022-12-25,0,0,0.0
86,63ac1afbcd96335084a559c2,3932195223562143,bbm,209913959443745,ENABLED,0,30,0.0,0,0,0,0.0,2022-12-26,0,0,0.0
87,63ac1afbcd96335084a559c3,3932195223562143,bbm,209913959443745,ENABLED,3,42,1.8,0,0,0,0.0,2022-12-27,0,0,0.0
88,63ac1afbcd96335084a559c4,3932195223562143,bbm,209913959443745,ENABLED,0,2,0.0,0,0,0,0.0,2022-12-28,0,0,0.0
89,63ac1afbcd96335084a559b1,3932195223562143,bbm,209913959443745,ENABLED,2,325,2.15,0,0,0,0.0,2022-12-09,0,0,0.0
90,63ac1afbcd96335084a559b6,3932195223562143,bbm,209913959443745,ENABLED,3,419,3.43,0,0,0,0.0,2022-12-14,0,0,0.0
97,63ad064311ef5e3d59ce1ee7,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-10-30,0,0,0.0
99,63ad064311ef5e3d59ce1ee8,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-10-30,0,0,0.0
107,63ad064311ef5e3d59ce1ef1,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-10-31,0,0,0.0
109,63ad064311ef5e3d59ce1ef2,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-10-31,0,0,0.0
117,63ad064311ef5e3d59ce1efb,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-01,0,0,0.0
119,63ad064311ef5e3d59ce1efc,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-01,0,0,0.0
127,63ad064311ef5e3d59ce1f05,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-02,0,0,0.0
128,63ad064311ef5e3d59ce1f06,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-02,0,0,0.0
137,63ad064311ef5e3d59ce1f0f,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-03,0,0,0.0
138,63ad064311ef5e3d59ce1f10,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-03,0,0,0.0
147,63ad064311ef5e3d59ce1f19,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-04,0,0,0.0
148,63ad064311ef5e3d59ce1f1a,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-04,0,0,0.0
157,63ad064311ef5e3d59ce1f23,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-05,0,0,0.0
158,63ad064311ef5e3d59ce1f24,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-05,0,0,0.0
167,63ad064311ef5e3d59ce1f2d,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-06,0,0,0.0
168,63ad064311ef5e3d59ce1f2e,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-06,0,0,0.0
177,63ad064311ef5e3d59ce1f37,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-07,0,0,0.0
178,63ad064311ef5e3d59ce1f38,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-07,0,0,0.0
187,63ad064311ef5e3d59ce1f41,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-08,0,0,0.0
188,63ad064311ef5e3d59ce1f42,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-08,0,0,0.0
197,63ad064311ef5e3d59ce1f4b,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-09,0,0,0.0
198,63ad064311ef5e3d59ce1f4c,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-09,0,0,0.0
207,63ad064311ef5e3d59ce1f55,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-10,0,0,0.0
208,63ad064311ef5e3d59ce1f56,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-10,0,0,0.0
218,63ad064311ef5e3d59ce1f60,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-11,0,0,0.0
227,63ad064311ef5e3d59ce1f69,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-12,0,0,0.0
228,63ad064311ef5e3d59ce1f6a,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-12,0,0,0.0
237,63ad064311ef5e3d59ce1f73,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-13,0,0,0.0
238,63ad064311ef5e3d59ce1f74,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-13,0,0,0.0
247,63ad064311ef5e3d59ce1f7d,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-14,0,0,0.0
248,63ad064311ef5e3d59ce1f7e,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-14,0,0,0.0
257,63ad064311ef5e3d59ce1f88,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-15,0,0,0.0
258,63ad064311ef5e3d59ce1f87,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-15,0,0,0.0
267,63ad064311ef5e3d59ce1f92,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-16,0,0,0.0
268,63ad064311ef5e3d59ce1f91,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-16,0,0,0.0
277,63ad064311ef5e3d59ce1f9b,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-17,0,0,0.0
279,63ad064311ef5e3d59ce1f9c,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-17,0,0,0.0
286,63ad064311ef5e3d59ce1f5f,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-11,0,0,0.0
287,63ad064311ef5e3d59ce1fa5,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-18,0,0,0.0
288,63ad064311ef5e3d59ce1fa6,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-18,0,0,0.0
297,63ad064311ef5e3d59ce1faf,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-19,0,0,0.0
298,63ad064311ef5e3d59ce1fb0,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-19,0,0,0.0
307,63ad064311ef5e3d59ce1fb9,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-20,0,0,0.0
308,63ad064311ef5e3d59ce1fba,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-20,0,0,0.0
317,63ad064311ef5e3d59ce1fc4,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-21,0,0,0.0
318,63ad064311ef5e3d59ce1fc3,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-21,0,0,0.0
327,63ad064311ef5e3d59ce1fcd,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-22,0,0,0.0
328,63ad064311ef5e3d59ce1fce,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-22,0,0,0.0
337,63ad064311ef5e3d59ce1fd7,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-23,0,0,0.0
338,63ad064311ef5e3d59ce1fd8,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-23,0,0,0.0
347,63ad064311ef5e3d59ce1fe1,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-24,0,0,0.0
348,63ad064311ef5e3d59ce1fe2,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-24,0,0,0.0
357,63ad064311ef5e3d59ce1feb,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-25,0,0,0.0
358,63ad064311ef5e3d59ce1fec,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-25,0,0,0.0
367,63ad064311ef5e3d59ce1ff5,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-26,0,0,0.0
368,63ad064311ef5e3d59ce1ff6,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-26,0,0,0.0
377,63ad064311ef5e3d59ce2000,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-27,0,0,0.0
378,63ad064311ef5e3d59ce1fff,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-27,0,0,0.0
387,63ad064311ef5e3d59ce2009,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-28,0,0,0.0
388,63ad064311ef5e3d59ce200a,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-28,0,0,0.0
397,63ad064311ef5e3d59ce2013,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-29,0,0,0.0
398,63ad064311ef5e3d59ce2014,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-29,0,0,0.0
407,63ad064311ef5e3d59ce201d,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-30,0,0,0.0
408,63ad064311ef5e3d59ce201e,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-11-30,0,0,0.0
417,63ad064311ef5e3d59ce2028,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-01,0,0,0.0
418,63ad064311ef5e3d59ce2027,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-01,0,0,0.0
427,63ad064311ef5e3d59ce2031,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-02,0,0,0.0
428,63ad064311ef5e3d59ce2032,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-02,0,0,0.0
437,63ad064311ef5e3d59ce203b,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-03,0,0,0.0
438,63ad064311ef5e3d59ce203c,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-03,0,0,0.0
447,63ad064311ef5e3d59ce2045,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-04,0,0,0.0
448,63ad064311ef5e3d59ce2046,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-04,0,0,0.0
457,63ad064311ef5e3d59ce204f,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-05,0,0,0.0
458,63ad064311ef5e3d59ce2050,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-05,0,0,0.0
467,63ad064311ef5e3d59ce2059,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-06,0,0,0.0
468,63ad064311ef5e3d59ce205a,3932195223562143,Gloves - SB - Phrase/Broad/BMM - Top Keywords - GS(1),256968908882493,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-06,0,0,0.0
477,63ad064311ef5e3d59ce2063,3932195223562143,AdGroup1,20296668506303,UnKnown,0,0,0.0,0,0,0,0.0,2022-12-07,0,0,0.0
