,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,avg_cpc,bid,slope
43,63882d10ea239eac10b48057,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-09-21,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
44,63882d10ea239eac10b48058,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-09-22,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
45,63882d10ea239eac10b48059,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-09-19,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
46,63882d10ea239eac10b4805b,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,0,0.0,0,0,0,0.0,2022-09-20,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
47,63882d10ea239eac10b4805d,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-09-18,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
48,63882d10ea239eac10b4805e,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,0,0.0,0,0,0,0.0,2022-09-15,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
49,63882d10ea239eac10b48165,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-09-26,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
50,63882d10ea239eac10b4816b,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,2,0.0,0,0,0,0.0,2022-09-23,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
51,63882d10ea239eac10b4816c,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,4,0.0,0,0,0,0.0,2022-09-25,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
52,63882d10ea239eac10b4816e,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,2,0.0,0,0,0,0.0,2022-09-24,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
