,_id,date,keywordId,__v,adGroupId,avg_cpc,bid,campaignId,profileId
0,638809d7df3731ec1fcc8a50,2022-12-01,178608577232731,0,278646096824627,0.48,0.4,199579042919458,3932195223562143
1,638809d7df3731ec1fcc8b2d,2022-12-01,154076190845759,0,278646096824627,0.744,0.62,199579042919458,3932195223562143
2,638809d7df3731ec1fcc8b9d,2022-12-01,138134940463418,0,278646096824627,0.48,0.4,199579042919458,3932195223562143
3,638809d8df3731ec1fcc8c68,2022-12-01,189440038868188,0,278646096824627,0.48,0.4,199579042919458,3932195223562143
4,638809d8df3731ec1fcc8ce3,2022-12-01,83508407823136,0,278646096824627,0.48,0.4,199579042919458,3932195223562143
5,638809dadf3731ec1fcc9032,2022-12-01,88252398287143,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
6,638809dadf3731ec1fcc9090,2022-12-01,189040757921410,0,87976560930556,0.36,0.3,199579042919458,3932195223562143
7,638809dbdf3731ec1fcc911b,2022-12-01,198602774068450,0,87976560930556,0.36,0.3,199579042919458,3932195223562143
8,638809dbdf3731ec1fcc9182,2022-12-01,6731716993800,0,87976560930556,0.24,0.2,199579042919458,3932195223562143
9,638809dbdf3731ec1fcc923a,2022-12-01,171984045162212,0,87976560930556,0.36,0.3,199579042919458,3932195223562143
10,638809dcdf3731ec1fcc92a0,2022-12-01,112132113831708,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
11,638809dcdf3731ec1fcc9311,2022-12-01,81629851840340,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
12,638809dcdf3731ec1fcc93cf,2022-12-01,62742149193444,0,87976560930556,0.42,0.35,199579042919458,3932195223562143
13,638809dddf3731ec1fcc9416,2022-12-01,74320978370837,0,87976560930556,0.24,0.2,199579042919458,3932195223562143
14,638809dddf3731ec1fcc9487,2022-12-01,185332475732859,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
15,638809dddf3731ec1fcc94e7,2022-12-01,57629966314543,0,87976560930556,0.264,0.22,199579042919458,3932195223562143
16,638809dedf3731ec1fcc9567,2022-12-01,105798046932910,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
17,638809dedf3731ec1fcc95fc,2022-12-01,106034255582851,0,87976560930556,0.24,0.2,199579042919458,3932195223562143
18,638809dedf3731ec1fcc9700,2022-12-01,3568945133874,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
19,638809dfdf3731ec1fcc976d,2022-12-01,37650149150552,0,87976560930556,0.24,0.2,199579042919458,3932195223562143
20,638809dfdf3731ec1fcc97de,2022-12-01,61335610677727,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
21,638809dfdf3731ec1fcc983b,2022-12-01,239830815697058,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
22,638809e0df3731ec1fcc98aa,2022-12-01,6288139297988,0,87976560930556,0.264,0.22,199579042919458,3932195223562143
23,638809e0df3731ec1fcc99fb,2022-12-01,209423399455163,0,87976560930556,0.264,0.22,199579042919458,3932195223562143
24,638809e0df3731ec1fcc9a92,2022-12-01,269522072628244,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
25,638809e1df3731ec1fcc9b28,2022-12-01,196184575006594,0,87976560930556,0.264,0.22,199579042919458,3932195223562143
26,638809e1df3731ec1fcc9bff,2022-12-01,259463685738686,0,87976560930556,0.252,0.21,199579042919458,3932195223562143
27,638809e3df3731ec1fcc9f99,2022-12-01,228171334385034,0,232259325544673,0.24,0.2,199579042919458,3932195223562143
28,638809e3df3731ec1fcca012,2022-12-01,196299887302033,0,232259325544673,0.24,0.2,199579042919458,3932195223562143
29,638809e4df3731ec1fcca089,2022-12-01,263699108161012,0,232259325544673,0.252,0.21,199579042919458,3932195223562143
30,638809e4df3731ec1fcca0ff,2022-12-01,192005951253871,0,232259325544673,0.252,0.21,199579042919458,3932195223562143
31,638809e4df3731ec1fcca159,2022-12-01,135653633750326,0,232259325544673,0.252,0.21,199579042919458,3932195223562143
32,638809e7df3731ec1fcca581,2022-12-01,217845624486245,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
33,638809e7df3731ec1fcca5f7,2022-12-01,91206056875484,0,74991666386069,0.24,0.2,199579042919458,3932195223562143
34,638809e7df3731ec1fcca667,2022-12-01,153445110974060,0,74991666386069,0.264,0.22,199579042919458,3932195223562143
35,638809e8df3731ec1fcca6ef,2022-12-01,52097224442407,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
36,638809e8df3731ec1fcca78c,2022-12-01,195642418568657,0,74991666386069,0.42,0.35,199579042919458,3932195223562143
37,638809e8df3731ec1fcca83b,2022-12-01,7320878348831,0,74991666386069,0.42,0.35,199579042919458,3932195223562143
38,638809e9df3731ec1fcca8cd,2022-12-01,360896913167,0,74991666386069,0.42,0.35,199579042919458,3932195223562143
39,638809e9df3731ec1fcca942,2022-12-01,54952833411485,0,74991666386069,0.42,0.35,199579042919458,3932195223562143
40,638809e9df3731ec1fcca9d4,2022-12-01,22200578393786,0,74991666386069,0.264,0.22,199579042919458,3932195223562143
41,638809eadf3731ec1fccaa5c,2022-12-01,270102485080558,0,74991666386069,0.372,0.31,199579042919458,3932195223562143
42,638809eadf3731ec1fccab9a,2022-12-01,122297907838066,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
43,638809eadf3731ec1fccac7d,2022-12-01,32002721565801,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
44,638809ebdf3731ec1fccacf3,2022-12-01,31187214099421,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
45,638809ebdf3731ec1fccadff,2022-12-01,188329385501968,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
46,638809ebdf3731ec1fccae79,2022-12-01,256388861296941,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
47,638809ecdf3731ec1fccaf9a,2022-12-01,19125835036682,0,74991666386069,0.276,0.23,199579042919458,3932195223562143
48,638809eedf3731ec1fccb5ec,2022-12-01,119113827123588,0,259153222647841,0.276,0.23,199579042919458,3932195223562143
49,638809eedf3731ec1fccb6b9,2022-12-01,32956817500334,0,259153222647841,0.24,0.2,199579042919458,3932195223562143
50,638809efdf3731ec1fccb75e,2022-12-01,153274534284963,0,259153222647841,0.276,0.23,199579042919458,3932195223562143
51,638809efdf3731ec1fccb835,2022-12-01,170200502144825,0,259153222647841,0.276,0.23,199579042919458,3932195223562143
52,638809efdf3731ec1fccb97e,2022-12-01,72649611845628,0,259153222647841,0.276,0.23,199579042919458,3932195223562143
53,638809efdf3731ec1fccbb03,2022-12-01,91681720215631,0,259153222647841,0.252,0.21,199579042919458,3932195223562143
54,638809f0df3731ec1fccbc43,2022-12-01,41595821261763,0,259153222647841,0.252,0.21,199579042919458,3932195223562143
55,638809f0df3731ec1fccbd2c,2022-12-01,274448965371042,0,259153222647841,0.24,0.2,199579042919458,3932195223562143
56,638809f0df3731ec1fccbe18,2022-12-01,180460346529383,0,259153222647841,0.24,0.2,199579042919458,3932195223562143
57,638809f1df3731ec1fccbf03,2022-12-01,263558783683927,0,259153222647841,0.276,0.23,199579042919458,3932195223562143
58,638809f1df3731ec1fccbfaf,2022-12-01,106153804706565,0,259153222647841,0.264,0.22,199579042919458,3932195223562143
59,638809f1df3731ec1fccc0b4,2022-12-01,258233133235181,0,259153222647841,0.252,0.21,199579042919458,3932195223562143
60,638809f2df3731ec1fccc1ac,2022-12-01,247769576212513,0,259153222647841,0.276,0.23,199579042919458,3932195223562143
61,638809f2df3731ec1fccc2e8,2022-12-01,133968286587294,0,259153222647841,0.276,0.23,199579042919458,3932195223562143
62,638809f2df3731ec1fccc44a,2022-12-01,177372072393042,0,259153222647841,0.24,0.2,199579042919458,3932195223562143
63,638809f3df3731ec1fccc55d,2022-12-01,256165155598382,0,259153222647841,0.24,0.2,199579042919458,3932195223562143
64,638809f3df3731ec1fccc628,2022-12-01,182946902197433,0,259153222647841,0.252,0.21,199579042919458,3932195223562143
65,638809f3df3731ec1fccc728,2022-12-01,244722084529048,0,259153222647841,0.24,0.2,199579042919458,3932195223562143
66,638809f7df3731ec1fccd253,2022-12-01,254361345268848,0,72544142742258,0.9239999999999999,0.77,96074406077867,3932195223562143
67,638809f7df3731ec1fccd3b1,2022-12-01,66267699557849,0,72544142742258,0.804,0.67,96074406077867,3932195223562143
68,638809f7df3731ec1fccd472,2022-12-01,153533166270900,0,72544142742258,0.552,0.46,96074406077867,3932195223562143
69,638809f8df3731ec1fccd543,2022-12-01,239771674435213,0,72544142742258,0.732,0.61,96074406077867,3932195223562143
70,638809f8df3731ec1fccd614,2022-12-01,122082885436840,0,72544142742258,0.732,0.61,96074406077867,3932195223562143
71,638809f8df3731ec1fccd6ee,2022-12-01,250820143934630,0,72544142742258,0.864,0.72,96074406077867,3932195223562143
72,638809f9df3731ec1fccd784,2022-12-01,188378395690401,0,72544142742258,0.864,0.72,96074406077867,3932195223562143
73,638809f9df3731ec1fccd7fb,2022-12-01,247338159533102,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
74,638809f9df3731ec1fccd8b5,2022-12-01,115279602773859,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
75,638809fadf3731ec1fccd949,2022-12-01,86475978685876,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
76,638809fadf3731ec1fccd9ce,2022-12-01,182904586519941,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
77,638809fadf3731ec1fccdafe,2022-12-01,95519498026874,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
78,638809fadf3731ec1fccdb88,2022-12-01,107000273067435,0,72544142742258,0.672,0.56,96074406077867,3932195223562143
79,638809fbdf3731ec1fccdc16,2022-12-01,126083679876645,0,72544142742258,0.732,0.61,96074406077867,3932195223562143
80,638809fbdf3731ec1fccdc80,2022-12-01,78422797238128,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
81,638809fbdf3731ec1fccdcf1,2022-12-01,279055724506159,0,72544142742258,0.672,0.56,96074406077867,3932195223562143
82,638809fcdf3731ec1fccddaf,2022-12-01,30487424345222,0,72544142742258,0.396,0.33,96074406077867,3932195223562143
83,638809fcdf3731ec1fccde67,2022-12-01,15379856899291,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
84,638809fcdf3731ec1fccdf6c,2022-12-01,190936162286873,0,72544142742258,0.672,0.56,96074406077867,3932195223562143
85,638809fddf3731ec1fcce039,2022-12-01,30314148318522,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
86,638809fddf3731ec1fcce0c7,2022-12-01,184931780173959,0,72544142742258,0.576,0.48,96074406077867,3932195223562143
87,638809fddf3731ec1fcce191,2022-12-01,218199034955169,0,72544142742258,0.612,0.51,96074406077867,3932195223562143
88,638809fedf3731ec1fcce20c,2022-12-01,181895931878041,0,72544142742258,0.732,0.61,96074406077867,3932195223562143
89,638809fedf3731ec1fcce3df,2022-12-01,265867904526488,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
90,638809fedf3731ec1fcce458,2022-12-01,241992280681675,0,72544142742258,0.732,0.61,96074406077867,3932195223562143
91,638809ffdf3731ec1fcce4f6,2022-12-01,185666330765874,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
92,638809ffdf3731ec1fcce5b2,2022-12-01,164205702327242,0,72544142742258,0.672,0.56,96074406077867,3932195223562143
93,638809ffdf3731ec1fcce653,2022-12-01,240981394278013,0,72544142742258,0.612,0.51,96074406077867,3932195223562143
94,63880a00df3731ec1fcce74b,2022-12-01,177798550737119,0,72544142742258,0.864,0.72,96074406077867,3932195223562143
95,63880a00df3731ec1fcce7c4,2022-12-01,163862682060167,0,72544142742258,0.864,0.72,96074406077867,3932195223562143
96,63880a00df3731ec1fcce87a,2022-12-01,29732887250388,0,72544142742258,0.672,0.56,96074406077867,3932195223562143
97,63880a01df3731ec1fcce8fe,2022-12-01,183379416978862,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
98,63880a01df3731ec1fcce990,2022-12-01,207897485273013,0,72544142742258,0.672,0.56,96074406077867,3932195223562143
99,63880a01df3731ec1fccea21,2022-12-01,10473407756676,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
100,63880a02df3731ec1fccea8f,2022-12-01,109339334800374,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
101,63880a02df3731ec1fcceae2,2022-12-01,99026917104977,0,72544142742258,0.864,0.72,96074406077867,3932195223562143
102,63880a02df3731ec1fcceb6f,2022-12-01,227428067366679,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
103,63880a02df3731ec1fccebd5,2022-12-01,196115623810296,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
104,63880a03df3731ec1fccec45,2022-12-01,81403104800250,0,72544142742258,0.42,0.35,96074406077867,3932195223562143
105,63880a03df3731ec1fccecbf,2022-12-01,105447999061455,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
106,63880a03df3731ec1fcced7e,2022-12-01,276016068946092,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
107,63880a04df3731ec1fcceddf,2022-12-01,265339511144176,0,72544142742258,0.612,0.51,96074406077867,3932195223562143
108,63880a04df3731ec1fccee44,2022-12-01,33519411262563,0,72544142742258,0.672,0.56,96074406077867,3932195223562143
109,63880a04df3731ec1fccef25,2022-12-01,73370023395271,0,72544142742258,0.528,0.44,96074406077867,3932195223562143
110,63880a07df3731ec1fccf284,2022-12-01,197929085079966,0,44574259503212,0.216,0.18,96074406077867,3932195223562143
111,63880a07df3731ec1fccf2e5,2022-12-01,162651066911070,0,44574259503212,0.216,0.18,96074406077867,3932195223562143
112,63880a07df3731ec1fccf381,2022-12-01,92944699511380,0,44574259503212,0.216,0.18,96074406077867,3932195223562143
