,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,clicks_filter,cost_filter,avg_cpc,bid,slope,target_acos,update_bid,new_bid
1518,639bbe6007c1047fb9956a2e,66716276412629,191635452519815,72730925523210,3932195223562143,arthritis pain gloves women,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.31,0.5964225410316804,0.7,2.930440803573653,0.3875
956,639bbe6007c1047fb99569e7,102747285958228,186714011940738,193502141195270,3932195223562143,fititude compression gloves,0,456,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,exact,0.38969579768070384,0.38969579768070384,0.3974142770606254,2022-12-14,35.0,sponsoredProducts,15.7,14,18.589999999999996,1.3278571428571426,7.26,1.0,0.7,4.282756816510934,5.808
1521,639bbe6007c1047fb9956a10,71311520646039,191635452519815,72730925523210,3932195223562143,gloves swelling,0,3,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.43,0.5964225410316804,0.7,2.930440803573653,0.5375
1527,639bbe6007c1047fb9956a13,217644245791089,191635452519815,72730925523210,3932195223562143,copper gloves women,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.4,0.5964225410316804,0.7,2.930440803573653,0.5
1529,639bbe6007c1047fb9956a28,174772344509948,191635452519815,72730925523210,3932195223562143,arthitis compression gloves,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.28,0.5964225410316804,0.7,2.930440803573653,0.35000000000000003
251,639bbe6007c1047fb99569b2,2833283473467,122122685224177,16297002239515,3932195223562143,finger pain,0,2,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,pain,phrase,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.34,0.5964225410316804,0.7,1.637618294749616,0.42500000000000004
1535,639bbe6007c1047fb9956a1d,276373143067329,191635452519815,72730925523210,3932195223562143,compression gloves for fingers,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.35,0.5964225410316804,0.7,2.930440803573653,0.4375
868,639bbe6007c1047fb9956a1b,94549232999155,116068933213320,220782691721278,3932195223562143,compression gloves for arthritis for women,0,2,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,phrase,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,36,27.35,0.7597222222222223,0.56,0.5964225410316804,0.7,1.637618294749616,0.7000000000000001
656,639bbe6007c1047fb99569f1,93268669840661,29133953995410,11562017053024,3932195223562143,stroke gloves right hand,0,3,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.14,0.5964225410316804,0.7,2.6603362612722763,0.17500000000000002
865,639bbe6007c1047fb99569cd,64678654382142,116068933213320,220782691721278,3932195223562143,compression gloves for swelling,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,exact,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,36,27.35,0.7597222222222223,0.56,0.5964225410316804,0.7,1.637618294749616,0.7000000000000001
1493,639bbe6007c1047fb9956a0e,127389720242228,191635452519815,72730925523210,3932195223562143,munequeras para dolor de manos,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.18345422492504465,0.18345422492504465,0.17820103629027345,2022-12-14,21.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.35,0.5964225410316804,0.7,3.380425442067837,0.4375
1490,639bbe6007c1047fb99569fa,227959144233396,191635452519815,72730925523210,3932195223562143,fingerless compression gloves,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.41,0.5964225410316804,0.7,2.930440803573653,0.5125
659,639bbe6007c1047fb99569c8,152292372441355,29133953995410,11562017053024,3932195223562143,hand brace,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.1,0.5964225410316804,0.7,2.6603362612722763,0.125
606,639bbe6007c1047fb99569e5,42409564784400,29133953995410,11562017053024,3932195223562143,gloves women,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.05,0.5964225410316804,0.7,2.6603362612722763,0.0625
1803,639bbe6007c1047fb9956a3c,29732887250388,72544142742258,96074406077867,3932195223562143,compression wrist support,0,3,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Brace - SP - Broad - Generic - GS,Generic Keywords,broad,0.12986128461659435,0.12986128461659435,0.12827833596672977,2022-12-14,5.0,sponsoredProducts,15.7,23,17.55,0.7630434782608696,0.56,0.5964225410316804,0.7,2.392893326043095,0.7000000000000001
1062,639bbe6007c1047fb9956a44,194228355023134,209913959443745,88655178633111,3932195223562143,+tendonitis +wrist,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Brace - SP - BBM,bbm,broad,0.09208450303628822,0.09208450303628822,0.09152555343544516,2022-12-14,9.0,sponsoredProducts,15.7,7,7.67,1.0957142857142856,0.5,1.0,0.7,1.0120086883688075,0.625
289,639bbe6007c1047fb99569bc,38889745996195,249069970815816,16297002239515,3932195223562143,circulation gloves,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,phrase,phrase,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.22,0.5964225410316804,0.7,1.637618294749616,0.275
1443,639bbe6007c1047fb9956a1e,181378034913560,191635452519815,72730925523210,3932195223562143,copper compression gloves,0,3,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.4,0.5964225410316804,0.7,2.930440803573653,0.5
596,639bbe6007c1047fb99569e3,109562458021575,29133953995410,11562017053024,3932195223562143,lymphedema gloves,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.1,0.5964225410316804,0.7,2.6603362612722763,0.125
601,639bbe6007c1047fb99569e4,111337155508131,29133953995410,11562017053024,3932195223562143,gloves men,0,2,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.1,0.5964225410316804,0.7,2.6603362612722763,0.125
1457,639bbe6007c1047fb9956a0a,62481334429724,191635452519815,72730925523210,3932195223562143,gamer gloves,0,16,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.47,0.5964225410316804,0.7,2.930440803573653,0.5874999999999999
1462,639bbe6007c1047fb9956a0b,77010807782872,191635452519815,72730925523210,3932195223562143,gaming gloves pc,0,3,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.41,0.5964225410316804,0.7,2.930440803573653,0.5125
1468,639bbe6007c1047fb9956a2a,92173407528400,191635452519815,72730925523210,3932195223562143,edema glove,0,9,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.43,0.5964225410316804,0.7,2.930440803573653,0.5375
265,639bbe6007c1047fb99569b7,258899430421368,122122685224177,16297002239515,3932195223562143,finger pain relief,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,pain,exact,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.34,0.5964225410316804,0.7,1.637618294749616,0.42500000000000004
612,639bbe6007c1047fb99569ec,5370144454521,29133953995410,11562017053024,3932195223562143,finger gloves,0,11,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.1,0.5964225410316804,0.7,2.6603362612722763,0.125
1477,639bbe6007c1047fb9956a11,83600098266241,191635452519815,72730925523210,3932195223562143,typing gloves,0,8,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.18345422492504465,0.18345422492504465,0.17820103629027345,2022-12-14,21.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.32,0.5964225410316804,0.7,3.380425442067837,0.4
275,639bbe6007c1047fb99569bd,178298938974675,249069970815816,16297002239515,3932195223562143,guantes de compresion,0,5,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,phrase,phrase,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.53,0.5964225410316804,0.7,1.637618294749616,0.6625000000000001
617,639bbe6007c1047fb99569f0,230739822798757,29133953995410,11562017053024,3932195223562143,bowling gloves right hand,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.14,0.5964225410316804,0.7,2.6603362612722763,0.17500000000000002
623,639bbe6007c1047fb99569ed,30718611071636,29133953995410,11562017053024,3932195223562143,finger gloves,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.1,0.5964225410316804,0.7,2.6603362612722763,0.125
116,639bbe6007c1047fb99569eb,1389971219482,101115749301139,16297002239515,3932195223562143,copper hands,4,102,3.5,1,1,1,15.94,2022-12-15,0,1,15.94,Gloves - SP - manual,broad,broad,0.27118680979317866,0.27118680979317866,0.25895661411087884,2022-12-14,44.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.72,0.5964225410316804,0.7,4.997032866114839,0.8999999999999999
1485,639bbe6007c1047fb9956a12,44182624894359,191635452519815,72730925523210,3932195223562143,cooper gloves,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.26,0.5964225410316804,0.7,2.930440803573653,0.325
266,639bbe6007c1047fb99569b8,131709457404933,122122685224177,16297002239515,3932195223562143,hand gloves pain relief,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,pain,phrase,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.44,0.5964225410316804,0.7,1.637618294749616,0.55
863,639bbe6007c1047fb99569cf,92347406946719,116068933213320,220782691721278,3932195223562143,carpal tunnel relief,0,3,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,phrase,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,36,27.35,0.7597222222222223,0.78,0.5964225410316804,0.7,1.637618294749616,0.9750000000000001
663,639bbe6007c1047fb99569da,160942385098511,29133953995410,11562017053024,3932195223562143,right hand brace,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.14,0.5964225410316804,0.7,2.6603362612722763,0.17500000000000002
590,639bbe6007c1047fb99569d8,206292416246476,29133953995410,11562017053024,3932195223562143,gloves,0,42,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.14437529690143144,0.14437529690143144,0.14165388183415722,2022-12-14,29.0,sponsoredProducts,15.7,2,0.2,0.1,0.07,0.5964225410316804,0.7,2.6603362612722763,0.08750000000000001
1552,639bbe6007c1047fb9956a20,33830880056274,191635452519815,72730925523210,3932195223562143,compression arthritis gloves,0,2,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.41,0.5964225410316804,0.7,2.930440803573653,0.5125
777,639bbe6007c1047fb9956a1a,253671461834096,116068933213320,220782691721278,3932195223562143,compression gloves for arthritis for women,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,exact,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,36,27.35,0.7597222222222223,0.56,0.5964225410316804,0.7,1.637618294749616,0.7000000000000001
1573,639bbe6007c1047fb9956a26,76210456353410,191635452519815,72730925523210,3932195223562143,compression gloves lymphedema,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.4,0.5964225410316804,0.7,2.930440803573653,0.5
1539,639bbe6007c1047fb99569f8,64576394526761,191635452519815,72730925523210,3932195223562143,compression gloves women,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.44,0.5964225410316804,0.7,2.930440803573653,0.55
1542,639bbe6007c1047fb9956a08,101444526231590,191635452519815,72730925523210,3932195223562143,hand gloves after surgery,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.18345422492504465,0.18345422492504465,0.17820103629027345,2022-12-14,21.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.35,0.5964225410316804,0.7,3.380425442067837,0.4375
1570,639bbe6007c1047fb9956a24,223626446151562,191635452519815,72730925523210,3932195223562143,compression gloves wrist,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.4,0.5964225410316804,0.7,2.930440803573653,0.5
1545,639bbe6007c1047fb9956a0d,130655402441806,191635452519815,72730925523210,3932195223562143,finger sleeves compression,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.41,0.5964225410316804,0.7,2.930440803573653,0.5125
1548,639bbe6007c1047fb9956a1f,58615335903009,191635452519815,72730925523210,3932195223562143,compression gloves for arthritis for men,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.35,0.5964225410316804,0.7,2.930440803573653,0.4375
1937,639bbe6007c1047fb9956a3f,26737364169510,239919069392894,209723663620297,3932195223562143,tendonitis,0,17,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Brace - SP - Broad - Injury KW - GS,Tendinitis,broad,0.11607967148141092,0.11607967148141092,0.0937407347552803,2022-12-14,14.0,sponsoredProducts,15.7,2,1.62,0.81,0.73,1.0,0.7,1.275715589580706,0.9125
759,639bbe6007c1047fb99569d7,217786824242526,116068933213320,220782691721278,3932195223562143,compression glove,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,broad,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,36,27.35,0.7597222222222223,0.33,0.5964225410316804,0.7,1.637618294749616,0.41250000000000003
180,639bbe6007c1047fb99569b1,114000462518526,122122685224177,16297002239515,3932195223562143,hand pain,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,pain,broad,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.31,0.5964225410316804,0.7,1.637618294749616,0.3875
747,639bbe6007c1047fb9956a1c,164514043485056,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,exact,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,36,27.35,0.7597222222222223,0.36,0.5964225410316804,0.7,1.637618294749616,0.44999999999999996
214,639bbe6007c1047fb99569b6,273745163419201,122122685224177,16297002239515,3932195223562143,joint pain,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,pain,phrase,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.18,0.5964225410316804,0.7,1.637618294749616,0.22499999999999998
199,639bbe6007c1047fb99569b3,220044373189662,122122685224177,16297002239515,3932195223562143,hand pain relief,0,9,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - manual,pain,broad,0.08887283572288748,0.08887283572288748,0.08537882758647249,2022-12-14,53.0,sponsoredProducts,15.7,32,24.869999999999997,0.7771874999999999,0.45,0.5964225410316804,0.7,1.637618294749616,0.5625
1555,639bbe6007c1047fb9956a21,74972245242459,191635452519815,72730925523210,3932195223562143,compression hand gloves,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.4,0.5964225410316804,0.7,2.930440803573653,0.5
1558,639bbe6007c1047fb9956a29,143522977982691,191635452519815,72730925523210,3932195223562143,glove tendonitis,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.43,0.5964225410316804,0.7,2.930440803573653,0.5375
1561,639bbe6007c1047fb9956a2b,95144135883577,191635452519815,72730925523210,3932195223562143,copper arthritis gloves,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.4,0.5964225410316804,0.7,2.930440803573653,0.5
1568,639bbe6007c1047fb9956a0f,184108075686872,191635452519815,72730925523210,3932195223562143,hand compression glove arthritis,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.18345422492504465,0.18345422492504465,0.17820103629027345,2022-12-14,21.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.35,0.5964225410316804,0.7,3.380425442067837,0.4375
1563,639bbe6007c1047fb99569f9,128008268015524,191635452519815,72730925523210,3932195223562143,compression gloves men,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.4,0.5964225410316804,0.7,2.930440803573653,0.5
1575,639bbe6007c1047fb99569f7,273180493895962,191635452519815,72730925523210,3932195223562143,glove for arthritis hands,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.15903375344952844,0.15903375344952844,0.1548359028140205,2022-12-14,20.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.35,0.5964225410316804,0.7,2.930440803573653,0.4375
1576,639bbe6007c1047fb9956a06,91599174521905,191635452519815,72730925523210,3932195223562143,thumb compression sleeve,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,broad,0.18345422492504465,0.18345422492504465,0.17820103629027345,2022-12-14,21.0,sponsoredProducts,15.7,14,6.67,0.4764285714285714,0.35,0.5964225410316804,0.7,3.380425442067837,0.4375
