,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,clicks_filter,cost_filter,avg_cpc,bid
922,639526e007c1047fb9944e48,160942385098511,29133953995410,11562017053024,3932195223562143,right hand brace,0,0,0.0,0,0,0,0.0,2022-12-10,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
923,639bbe6007c1047fb99569da,160942385098511,29133953995410,11562017053024,3932195223562143,right hand brace,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
924,639526e007c1047fb9944e4e,103091670650322,29133953995410,11562017053024,3932195223562143,lymphedema gloves,1,1,0.1,0,0,0,0.0,2022-12-10,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.1
925,639526e007c1047fb9944e51,65312632192581,29133953995410,11562017053024,3932195223562143,heated gloves arthritis hands,0,1,0.0,0,0,0,0.0,2022-12-10,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
926,6396786007c1047fb99486d2,15144364278401,29133953995410,11562017053024,3932195223562143,cotton fingerless gloves,0,1,0.0,0,0,0,0.0,2022-12-11,0,0,0.0,Catch all grouped,gloves,phrase,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
927,6396786007c1047fb99486e4,158893056303444,29133953995410,11562017053024,3932195223562143,therapeutic gloves,0,0,0.0,0,0,0,0.0,2022-12-11,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.1
928,6397c9e007c1047fb994bf77,158893056303444,29133953995410,11562017053024,3932195223562143,therapeutic gloves,0,1,0.0,0,0,0,0.0,2022-12-12,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.1
929,63991b6007c1047fb994f84d,158893056303444,29133953995410,11562017053024,3932195223562143,therapeutic gloves,0,1,0.0,0,0,0,0.0,2022-12-13,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.1
930,6396786007c1047fb99486f9,149665716356233,29133953995410,11562017053024,3932195223562143,hand bandage,0,1,0.0,0,0,0,0.0,2022-12-11,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.1
931,6396786007c1047fb99486fc,298817992858,29133953995410,11562017053024,3932195223562143,finger less gloves,0,0,0.0,0,0,0,0.0,2022-12-11,0,0,0.0,Catch all grouped,gloves,phrase,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
932,6397c9e007c1047fb994bf65,77489258803259,29133953995410,11562017053024,3932195223562143,wrist compression sleeve,0,0,0.0,0,0,0,0.0,2022-12-12,0,0,0.0,Catch all grouped,gloves,phrase,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
933,6397c9e007c1047fb994bf78,50491519409175,29133953995410,11562017053024,3932195223562143,carpal tunnel fingers,0,0,0.0,0,0,0,0.0,2022-12-12,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
934,6397c9e007c1047fb994bf63,49197757036984,29133953995410,11562017053024,3932195223562143,hempvana gloves,0,0,0.0,0,0,0,0.0,2022-12-12,0,0,0.0,Catch all grouped,gloves,exact,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.1
935,6397c9e007c1047fb994bf8c,260032086440182,29133953995410,11562017053024,3932195223562143,magnetic gloves,0,1,0.0,0,0,0,0.0,2022-12-12,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.1
936,639bbe6007c1047fb99569ee,260032086440182,29133953995410,11562017053024,3932195223562143,magnetic gloves,0,2,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.1
937,6397c9e007c1047fb994bf8e,231017036412549,29133953995410,11562017053024,3932195223562143,recovery hand gloves,0,1,0.0,0,0,0,0.0,2022-12-12,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
938,639bbe6007c1047fb99569f2,231017036412549,29133953995410,11562017053024,3932195223562143,recovery hand gloves,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
939,6397c9e007c1047fb994bf8f,200737837297614,29133953995410,11562017053024,3932195223562143,fingerless therapy gloves,0,1,0.0,0,0,0,0.0,2022-12-12,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,1,0.1,0.1,0.14
940,63991b6007c1047fb994f832,28942011629661,29133953995410,11562017053024,3932195223562143,cotton fingerless gloves,0,0,0.0,0,0,0,0.0,2022-12-13,0,0,0.0,Catch all grouped,gloves,exact,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
