,CR,x_prior,x_post ,Date,Leave,campaignName,adGroupName,targeting,matchType
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,gloves for carpal,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - manual,exact,arthiritis compression gloves,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - manual,exact,arthritis gloves for women,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves lymphedema,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves swelling,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves xl men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression therapy gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression work gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression work gloves for men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper compression fit gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper fit compression gloves women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,edema glove large,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,fingerless compression gloves for women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,fingerless copper gloves women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,full finger compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,gaming gloves pc,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,guantes para artritis hombres,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,hand compression glove arthritis,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,open finger compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,typing gloves cold hands,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,womens arthritis compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper half finger,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,gloves for pain,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,compression gloves fititude,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Top Keywords,Top Keywords,arthritis gloves for men,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,compression therapy gloves,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,compression work gloves for men,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,copper arthritis gloves,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,copper fit gloves for men,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,copper gloves for arthritis hands for women,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gaming gloves for cold hands,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves carpal tunnel,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves for arthritis hands for men,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis pain gloves women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression hand arm sleeves for women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper finger glove,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper fingerless glove for women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper fit gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,gloves for rheumatoid arthritis,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis compression gloves women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,circulation gloves copper,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves wrist,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression hand gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression sleeve hand right,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression socks for hand,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper gloves work,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper wrist band,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,tendonitis compression glove,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,hand weights for men,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - manual,broad,compression work gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves for lymphedema,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper infused gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,gloves for painful hands,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,wrist swelling relief,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,gloves with copper,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis gloves copper,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis gloves magnetic,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis gloves massage,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis gloves men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,carpal tunnel compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper fit compression gloves for men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,glove for arthritis hands,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - manual,broad,active relief gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - manual,broad,arthritis gloves women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves burn,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper compression gloves for arthritis,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,finger splints arthritis,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,guantes para artritis mujer,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression gloves women,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression hand gloves arthritis,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression workout gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper gloves men,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper infused gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - manual,broad,arthritis gloves men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis gloves fingerless,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthritis hand relief,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression hands women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper fingerless gloves men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,arthritis gloves fingerless,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,finger support arthritis,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,arthitis compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper hand gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper hands arthritis gloves men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Top Keywords,Top Keywords,arthritis gloves for women for pain,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,circulation gloves cold hands,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression for finger joints,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves edema,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves fingerless,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves for arthritis,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves for men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves for swelling,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves half finger,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves swelling hands,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,compression gloves xs,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper arthritis gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper compression fingerless gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper compression gloves for women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper infused arthritis gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper infused compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,edema glove left hand,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,edema gloves men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,extra small compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,finger compression sleeve swelling,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,finger swelling reducer,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,gaming gloves carpal tunnel,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,gloves for pressure on joints,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,hand compression copper,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,hand gloves after surgery,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,hand support arthritis,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,hand weights for men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,left hand compression glove,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,medical compression hand,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,medical compression hand sleeve,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,muñequeras para dolor de manos,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,therapy compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,typing compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,warming compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,arthritis gloves for women for pain,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression gloves men,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper compression gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper fingerless gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper hand relief,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper workout gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,edema gloves swelling,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,fingerless compression gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,glove for arthritis hands,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,gloves copper infused,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,gloves for arthritis for men,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,gloves for arthritis for women,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,hand arthriti pain relief glove,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,hand compression gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,recovery hand gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,compression gloves fititude,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Top Keywords,Top Keywords,arthritis gloves for men,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,active compression gloves,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,hand gloves arthritis pain,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,wrist compression gloves women,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Broad,Cerebro - Broad,wrist compression sleeve men,broad
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression support gloves,phrase
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Top Keywords,Top Keywords,arthritis gloves for women,exact
115.0,0.11357509421176414,0.11357509421176414,0.11350831995595681,2022-12-22,115.0,Gloves - SP - Top Keywords,Top Keywords,compression gloves for arthritis for men,exact
128.0,0.13250192943338884,0.13250192943338884,0.13187108594578797,2022-12-22,128.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,carpal tunnel gloves,exact
128.0,0.13250192943338884,0.13250192943338884,0.13187108594578797,2022-12-22,128.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,carpal tunnel gloves for women,exact
128.0,0.13250192943338884,0.13250192943338884,0.13187108594578797,2022-12-22,128.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,compression glove for hand,exact
128.0,0.13250192943338884,0.13250192943338884,0.13187108594578797,2022-12-22,128.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,compression glove left hand,exact
128.0,0.13250192943338884,0.13250192943338884,0.13187108594578797,2022-12-22,128.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,compression gloves for women,exact
128.0,0.13250192943338884,0.13250192943338884,0.13187108594578797,2022-12-22,128.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,carpal tunnel gloves night,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,copper wrist compression,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,edema gloves for swelling,phrase
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,finger compression gloves,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,finger support arthritis,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,fingerless gloves copper,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,exact,finger support arthritis,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,exact,finger swelling reducer,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,exact,fingerless compression gloves,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,finger pain relief,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,edema gloves for swelling,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,finger compression sleeve for swelling,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,fingerless compression gloves,phrase
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,exact,edema glove left hand,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,finger pain support,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,glove hand pain,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,guantes para artritis mujer,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,joint pain,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,pain glove,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,pain relief glove,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,fingerless compression gloves,broad
