,CR,x_prior,x_post ,Date,Leave,campaignName,adGroupName,targeting,matchType
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,fingerless gloves men copper,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,exact,copper wrist compression sleeve,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,hand pain relief,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,exact,copper wrist compression,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,hand pain,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,joint pain relief,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,copper wrist compression,phrase
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,exact,edema gloves for swelling,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,joint pain gloves,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - KW - MIX - Discovery,gloves,fingerless compression gloves for women,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,fingerless compression gloves,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude arthritis gloves,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,edema gloves men,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,hand bandage pain,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,joint pain hand,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,gloves hand pain,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - Top Keywords,Top Keywords,copper workout gloves men,exact
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,copper infused gloves men,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,edema glove left hand,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,hand gloves pain relief,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,pain,muñequeras para dolor de manos,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,crochet compression gloves,broad
137.0,0.1856605234344661,0.1856605234344661,0.18373018122096113,2022-12-22,137.0,Gloves - SP - manual,broad,edema gloves swelling,broad
152.0,0.3425173214269594,0.3425173214269594,0.3414976989742486,2022-12-22,152.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude compression gloves,broad
152.0,0.3425173214269594,0.3425173214269594,0.3414976989742486,2022-12-22,152.0,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,phrase
152.0,0.3425173214269594,0.3425173214269594,0.3414976989742486,2022-12-22,152.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,broad
152.0,0.3425173214269594,0.3425173214269594,0.3414976989742486,2022-12-22,152.0,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,exact
152.0,0.3425173214269594,0.3425173214269594,0.3414976989742486,2022-12-22,152.0,Gloves - SP - manual,exact,gloves for arthritis,exact
156.0,0.5000055163713473,0.5000055163713473,0.49972864234154724,2022-12-22,156.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude compression gloves,exact
156.0,0.5000055163713473,0.5000055163713473,0.49972864234154724,2022-12-22,156.0,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,exact
162.0,0.11590728743822643,0.11590728743822643,0.1157329946837228,2022-12-22,162.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves for typing in cold office,exact
162.0,0.11590728743822643,0.11590728743822643,0.1157329946837228,2022-12-22,162.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,guantes para artritis para mujer,exact
162.0,0.11590728743822643,0.11590728743822643,0.1157329946837228,2022-12-22,162.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,hand support for arthritis,exact
162.0,0.11590728743822643,0.11590728743822643,0.1157329946837228,2022-12-22,162.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,the gamer gloves,exact
162.0,0.11590728743822643,0.11590728743822643,0.1157329946837228,2022-12-22,162.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,trigger finger gloves,exact
162.0,0.11590728743822643,0.11590728743822643,0.1157329946837228,2022-12-22,162.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,typing gloves for cold hands,exact
162.0,0.11590728743822643,0.11590728743822643,0.1157329946837228,2022-12-22,162.0,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,warming compression gloves,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - Top Keywords,Top Keywords,hand compression gloves,phrase
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - Top Keywords,Top Keywords,wrist compression sleeve,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - Top Keywords,Top Keywords,wrist compression sleeve,phrase
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,pain relief glove,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,low profile wallet,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,minimal wallets for men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,minimalist wallet men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,rfid minimalist wallet,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,rfid minimalist wallets men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,rfid wallets for men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,slim carbon fiber wallet,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,slim wallets for men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,wallet for men rfid blocking,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,wallet rfid blocking,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,guantes de compresion,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,guantes de soporte para manos,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,guantes ortopedicos para la mano,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,guantes para artritis mujer,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,hand support arthritis,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,men wallet bifold leather,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,mens front pocket wallet,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,minimal wallets men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,minimalistic wallet men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,simple wallets men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,slim leather wallets for men,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,slim rfid wallet bifold,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - Top Keywords,Top Keywords,hand compression gloves,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,gloves reduce swelling,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,hand compression glove arthritis,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,hand compression gloves,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,muñequeras para dolor de manos,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,relief arthritic fingers,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,exact,wrist compression sleeve,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,rfid blocking wallet,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,medical compression hand,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,exact,hand compression gloves,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,hand bandage glove,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - Top Keywords,Top Keywords,muñequeras para dolor de manos,phrase
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - Top Keywords,Top Keywords,hand support glove pain,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,guantes de compresion para artritis,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,mens copper gloves,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,exact,muñequeras para dolor de manos,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,hand compression glove,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,exact,hand gloves for pain relief,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,exact,support gloves for arthritis,exact
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,broad,hand gloves pain relief,broad
167.0,0.12075890163911732,0.12075890163911732,0.1204333664179097,2022-12-22,167.0,Gloves - SP - manual,exact,hand support glove for pain,exact
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves men,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves women,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,compression gloves women,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,copper compression gloves,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - manual,pain,finger arthritis relief,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - manual,pain,finger joint pain,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - KW - MIX - Discovery,gloves,compression gloves for arthritis for women,broad
175.0,0.14433638837105653,0.14433638837105653,0.1436888625213445,2022-12-22,175.0,Gloves - SP - manual,pain,crochet gloves pain,broad
180.0,0.09730198358627742,0.09730198358627742,0.0971883932750415,2022-12-22,180.0,Gloves - SP - KW - MIX - Discovery,gloves,compression glove,broad
180.0,0.09730198358627742,0.09730198358627742,0.0971883932750415,2022-12-22,180.0,Gloves - SP - manual,pain,finger pain,broad
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,phrase
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - KW - MIX - Discovery,gloves,carpal tunnel relief,phrase
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves,phrase
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women,exact
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves men,phrase
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves women,phrase
187.0,0.10107868150618121,0.10107868150618121,0.10121053059722486,2022-12-22,187.0,Gloves - SP - Cerebro - Exact,gloves,compression copper gloves,exact
188.0,0.11348444943172373,0.11348444943172373,0.08536165011859759,2022-12-22,188.0,Gloves - SP - KW - MIX - Discovery,gloves,compression glove,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - KW - MIX - Discovery,gloves,compression gloves for arthritis for women,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - KW - MIX - Discovery,gloves,compression gloves for arthritis for women,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - KW - MIX - Discovery,gloves,copper compression gloves,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - KW - MIX - Discovery,gloves,fingerless compression gloves for women,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,crochet gloves for pain,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger arthritis relief,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger joint pain,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger pain relief,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,joint pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - Cerebro - Exact,gloves,thumb compression sleeve,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - KW - MIX - Discovery,gloves,compression gloves for swelling,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - KW - MIX - Discovery,gloves,compression gloves women,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - KW - MIX - Discovery,gloves,fingerless compression gloves for women,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger arthritis relief,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger pain,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger pain relief,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,glove hand pain,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,pain glove,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,pain relief glove,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,crochet gloves pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,glove hand pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,gloves for joint pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand bandage pain,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand glove pain relief,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand pain,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand pain relief,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand pain relief glove,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,joint pain relief,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger joint pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger joint pain relief,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand pain relief,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger joint pain relief,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,muñequeras para dolor de manos,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,joint pain relief,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand gloves pain relief,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,pain relief glove,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand bandage pain,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,joint pain gloves,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - Cerebro - Exact,gloves,compression gloves xs,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - Cerebro - Exact,gloves,soportes para las manos,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - Cerebro - Exact,gloves,swelling reducer for hands,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand joint pain relief,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand joint pain relief,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,hand pain relief glove,phrase
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,joint pain hand,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - Cerebro - Exact,gloves,edema glove right hand,exact
189.0,0.03994166119408556,0.03994166119408556,0.03973701588149034,2022-12-22,189.0,Gloves - SP - manual,pain,finger pain support,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,arthritis compression gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,arthritis gloves men,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,arthritis gloves men xl,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,arthritis gloves women,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,arthritis hand gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,arthritis hand relief,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,athritis antinflamatory gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,carpal tunnel gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,carpal tunnel wrist,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,circulation gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression gloves men,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression gloves swelling,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression gloves women,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression gloves xl,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression gloves xs,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,cooper gloves arthritis,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,copper arthritis gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,copper compression gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,copper infused gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,finger compression gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,hand compression,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,wrist support,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,arthis gloves women,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression hand gloves,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,compression sleeve glove,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,edema glove,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,edema gloves for men,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,edema gloves swelling,phrase
190.0,0.1140864071430951,0.1140864071430951,0.11397743471485128,2022-12-22,190.0,Gloves - SP - manual,phrase,guantes de compresion para artritis,phrase
